Article_ID,Study_ID,Comparative_study_code,Publication_Year,Newspaper,Publisher,Article_Population,Population_studied,Population_homogenized,Group_taxo_included,Taxonomic_resolution,Taxonomic_detailed,Number_of_species_sampled,Number_of_collected_individuals,Ecological_group,Intervention_R1,Intervention_R2,Intervention_R3,Intervention_copy_paste,Comparator,Outcome_indicator,Number_of_species,Outcome_metric,Outcome_divided_into_classes,Class,Outcome_type_R1,Outcome_type_R2,Outcome_type_R3,Data location,Hypothesis ,Trait_set,Number_of_traits,Trait_group,Number of trait groups,Study_design,Source,Mod_country,Latitude,Longitude,Mod_soil_type,Mod_time_period_of_sampling,Mod_crop_species,Mod_practice,Mod_nb_sites/ parcelles expérimentales,Justif,1.1: Confounding factors bias (1),Justif,"1.2: Confounding factors bias (bis) - If anwered ""Yes or Seemingly yes"" to 1.1",Justif,2.1: Post-exposure selection bias / site selection bias (1),Justif,2.2: Post-exposure selection bias / site selection bias (2),Justif,3: Misclassified comparison bias,Justif,4: Detection bias,Justif,5: Outcome assessment bias,Justif,Overall score,Mean_intervention,Type_variation_intervention,sd_intervention,N_intervention,Mean_comparator,Type_variation_comparator,sd_comparator,N_comparator,Justif_N,Notes
s_130,s_130,Ernst_2009_6,2009,European Journal of Soil Biology,Elsevier,Earthworms,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,NA,Individual practice,Tillage management,Grubber,"grubber: field cultivator, non inversive loosening of the topsoil down to 15 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,109.8,sd,20.7,2,103.0,sd,48.7,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_7,2009,European Journal of Soil Biology,Elsevier,Earthworms,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,NA,Individual practice,Tillage management,Disc harrow,disc harrow: slightly soil loosening down to 15 cm depth,Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,118.8,sd,27.7,2,103.0,sd,48.7,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_8,2009,European Journal of Soil Biology,Elsevier,Earthworms,Earthworms,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,NA,Individual practice,Tillage management,Mulch sowing,"mulch sowing: a shallow grubber, organic residues remain on the soil surface",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,97.9,sd,21.9,2,103.0,sd,48.7,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_13,2009,European Journal of Soil Biology,Elsevier,Earthworms,Anecic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Anecic,Individual practice,Tillage management,Plough,"plough: conventional, soil turning down to 25 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,10.1,sd,13.4,2,51.7,sd,26.3,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_14,2009,European Journal of Soil Biology,Elsevier,Earthworms,Anecic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Anecic,Individual practice,Tillage management,Grubber,"grubber: field cultivator, non inversive loosening of the topsoil down to 15 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,78.7,sd,26.1,2,51.7,sd,26.3,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_15,2009,European Journal of Soil Biology,Elsevier,Earthworms,Anecic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Anecic,Individual practice,Tillage management,Disc harrow,disc harrow: slightly soil loosening down to 15 cm depth,Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,58.3,sd,30.6,2,51.7,sd,26.3,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_16,2009,European Journal of Soil Biology,Elsevier,Earthworms,Anecic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Anecic,Individual practice,Tillage management,Mulch sowing,"mulch sowing: a shallow grubber, organic residues remain on the soil surface",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,53.2,sd,14.8,2,51.7,sd,26.3,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_21,2009,European Journal of Soil Biology,Elsevier,Earthworms,Endogeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Endogeic,Individual practice,Tillage management,Plough,"plough: conventional, soil turning down to 25 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,16.3,sd,6.7,2,0.6,sd,0.9,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_22,2009,European Journal of Soil Biology,Elsevier,Earthworms,Endogeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Endogeic,Individual practice,Tillage management,Grubber,"grubber: field cultivator, non inversive loosening of the topsoil down to 15 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,4.3,sd,3.0,2,0.6,sd,0.9,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_23,2009,European Journal of Soil Biology,Elsevier,Earthworms,Endogeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Endogeic,Individual practice,Tillage management,Disc harrow,disc harrow: slightly soil loosening down to 15 cm depth,Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,11.3,sd,7.9,2,0.6,sd,0.9,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_24,2009,European Journal of Soil Biology,Elsevier,Earthworms,Endogeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Endogeic,Individual practice,Tillage management,Mulch sowing,"mulch sowing: a shallow grubber, organic residues remain on the soil surface",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,23.6,sd,42.8,2,0.6,sd,0.9,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_29,2009,European Journal of Soil Biology,Elsevier,Earthworms,Epigeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Epigeic,Individual practice,Tillage management,Plough,"plough: conventional, soil turning down to 25 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,0.9,sd,1.8,2,4.1,sd,6.4,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_30,2009,European Journal of Soil Biology,Elsevier,Earthworms,Epigeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Epigeic,Individual practice,Tillage management,Grubber,"grubber: field cultivator, non inversive loosening of the topsoil down to 15 cm depth",Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,1.9,sd,2.0,2,4.1,sd,6.4,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
s_130,s_130,Ernst_2009_31,2009,European Journal of Soil Biology,Elsevier,Earthworms,Epigeic,Earthworms,Oligochaeta,Class,Class Clitellata,9,NA,Epigeic,Individual practice,Tillage management,Disc harrow,disc harrow: slightly soil loosening down to 15 cm depth,Direct sowing: without any soil tillage,Biomass,NA,g.m⁻²,No,NA,Functional,Trait value,Univariate,Table 3,"To assess the impact of different types of soil tillage on the density, biomass, and community composition of earthworms, a long-term field study was performed inwhich soils were tilled in different ways for ten years.",Biomass,1,Morphological,1,CI,species identification fol lowed Sims and Gerard,Germany,49.850000,6.550000,Eutric Cambisol with a texture varying from silty loam in the topsoil and a clayey loam in the subsoil,Spring,"a four crop rotation schedule was performed including rape, winter wheat, winter barley, and spring barley","(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.",2,"""Each treatment was replicated twice in the field""",Low,NA,Low,Because 1.1 is low.,Unknown or Unclear,NA,Low,"""The experimental site was situated near Welschbillig (49 510 N, 6 330 E), southern Eifel, Germany""",Low,"""(i) plough: conventional, soil turning down to 25 cm depth; (ii) grubber: field cultivator, noninversive loosening of the topsoil down to 15 cm depth; (iii) disc harrow: slightly soil loosening down to 15 cm depth; (iv) mulch sowing: a shallow grubber, organic residues remain on the soil surface; (v) direct sowing: without any soil tillage.""",Low,"""earthworms were extracted by a combination of hand-sorting from 30 cm deep plots with an area of 0.25 m2 and a subsequent extraction of the deeper living earthworms by applying 10 L of a 0.37% formaldehyde solution""",Unknown or Unclear,Pas de mention de l'homoscédasticité ou de la normalité,,4.4,sd,4.9,2,4.1,sd,6.4,2,"6. ""Each extraction was performed in three-fold replication per experimental plot, resulting in six replicates per tillage treatment.""",
